,year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned,desc,city_country,latitude,longitude,lat,lon
128,1998,Confirmed,Saiful Alam Mukul,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Daily Runner,"Editor,Publisher/Owner","Corruption,Crime,Human Rights",Print,Bangladesh,Jessore,,,Jessore,,Local,,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Mukul, editor of the Daily Runner, a Bengali-language newspaper, was returning to his home in Jessore when he was killed by what police say may have been a small, homemade bomb. He was pronounced dead on arrival at Jessore General Hospital. The Daily Runner was known for its exposés of gang activity, political corruption, and human rights abuses and had published stories criticizing guerrilla activity around Jessore.<br> Mukul halted production of the newspaper in June because of financial difficulties. He wrote a poem for the paper’s final issue expressing his frustration with a society grown complacent toward the problems of crime and corruption. After announcing on August 15 that the Daily Runner would resume publication on September 1, Mukul repeatedly told friends, family, and even police that he feared an attack on him was imminent. Journalists around the country were outraged at his murder.","Jessore, Bangladesh",23.1665971,89.2095143,23.1665971,89.2095143
129,2004,Confirmed,Sajid Tanoli,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Shumal,Print Reporter,Corruption,Print,Pakistan,Mansehra,,,Mansehra,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Tanoli, 35, a reporter with the regional Urdu-language dailyShumal, was killed in the town of Mansehra in Pakistan’s North West FrontierProvince, which is now known as Khyber Pakhtunkhwa. Tanoli was stopped on ahighway, dragged from his car, and shot several times, the official AssociatedPress of Pakistan reported. Tanoli had written critical stories about the head of thelocal government, Khalid Javed, including a piece published three days beforehis murder that accused the official of involvement in an illegal liquorbusiness, news reports said. Police filed murder charges against Javed,prompting the official to flee, according to news reports. Although Javedeventually returned, the murder charges were never revived, according to KiranNazish, a journalist who has studied anti-press attacks in Pakistan.","Mansehra, Pakistan",34.3286855,73.1993125,34.3286855,73.1993125
130,2011,Confirmed,Saleem Shahzad,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Shahzad.rtr.jpg,Reuters,Journalist,,Murder,Killed,Staff,Asia Times Online,"Columnist/Commentator,Internet Reporter","Business,Corruption,Politics,War",Internet,Pakistan,Mandi Bahauddin,,,Mandi Bahauddin,,Local,Military Officials,Confirmed,,,Complete Impunity,Yes,Yes,Yes,,,,,,,,,,"Shahzad, 40, vanished on May 29 after writing about allegedlinks between Al-Qaeda and the Pakistani Navy. His body was found on May 31 ina canal near the town of Mandi Bahauddin, about 75 miles (120 kilometers) southof the capital, Islamabad. His friends said the body showed signs of torturearound the face and neck. He had told colleagues that he had been receivingthreats from intelligence officials in recent months.<br>Shahzad was reported missing after he failed to show up fora televised panel discussion in Islamabad. He was scheduled to discuss hisrecent article for Asia Times Online in which he reported that Al-Qaeda, havinginfiltrated the Pakistani Navy, was behind a 17-hour siege at a naval base inKarachi on May 22. He said the attack came after military or security officialsrefused to release a group of naval officials suspected of being linked tomilitant groups. The attack, coming soon after the U.S. killing of Osama binLaden on May 2, was deeply embarrassing to the Pakistani military. Earlier inMay, three navy buses carrying recruits were blown up via remote controldevices in Karachi, the large port city where the navy has its headquarters. Shahzad’s death also came a few days after the release ofhis book, Inside the Taliban and Al-Qaeda. For months, the journalist had been telling friends that hehad been warned by intelligence agents to stop reporting on sensitive securitymatters. In October 2010, Shahzad told Ali Dayan Hasan, a researcher for HumanRights Watch in Pakistan, that he had been threatened by a top official at ameeting at the headquarters of the Inter-Services Intelligence Directorate inRawalpindi. Hasan said Shahzad sent him a note describing the meeting“in case something happens to me or my family in the future,” Human RightsWatch reported. Hameed Haroon, president of the All Pakistan Newspapers Societyand a former employer of Shahzad, said he had received a similar message atabout the same time. In July 2011, The New York Times reported that U.S.<br>officials had reliable intelligence that showed that the ISI was responsiblefor Shahzad’s murder. Pakistan’s official commission of inquiry concluded inJanuary 2012 that the perpetrators were unknown, a finding that was widelycriticized as lacking credibility.","Mandi Bahauddin, Pakistan",32.5846351,73.4914169,32.5846351,73.4914169
131,2018,Confirmed,Sandeep Sharma,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,News World,Broadcast Reporter,Corruption,Television,India,Ghazipur district,,Ghazipur district,,Uttar Pradesh,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Sandeep Sharma, a reporter for the local News World television channel in Madhya Pradesh state’s Bhind district, was killed on March 26, 2018. He was driving on his motorbike to a government event when a truck veered into him and ran him over, according to the channel’s bureau chief, Vikas Purohit, who witnessed the collision, and a report by NDTV. Purohit told CPJ that he took Sharma to the local hospital where the journalist was declared dead from injuries sustained in the crash.<br>Purohit said both he and Sharma began receiving death threats last year after publishing two stories in July and October 2017 on alleged police corruption and illegal sand mining. The journalists shot a video that showed how a senior police officer accepted a bribe to allow the movement of vehicles carrying illegally mined sand, according to a report in the Indian Express newspaper. With strong demand for construction in India, illegal sand mining has increasingly become a problem because sand is difficult to transport and ""regulatory consequences are minimal"" for extracting it from off-limits areas, according to a report in The Wall Street Journal.<br>Purohit said local residents came to him and Sharma and said they would “crush them under a truck” for doing the stories. The villagers would also pass by the house when the journalists were home to intimidate them, Purohit said.<br>Prashant Khare, the Bhind police superintendent, told CPJ that police were examining CCTV footage and that they had arrested the truck driver who hit Sharma. “A special investigation team has been formed to investigate whether this was an accident or it was a murder,” Khare said. Purohit told CPJ that about 10 days after News World aired Sharma’s October investigation, the journalist was ""beaten up by a bunch of goons but was saved thanks to the presence of police."" He said the thugs they didn’t specifically mention the report. According to Purohit, Sharma filed a formal complaint to the police about the beating, but they did not take further action. The News World bureau chief also said that he and Sharma wrote letters to government authorities, including the state’s inspector general of police, to ask for government protection after they began receiving death threats, but they received no response.<br>Khare confirmed that police received letters from Purohit and Sharma in December complaining about the threats. He said he had no knowledge of Sharma being beaten up.<br>""[T]he deputy superintendent of police conducted an inquiry and found that there was no threat to their lives,"" Khare told CPJ.<br>Shivraj Singh Chouhan, chief minister of Madhya Pradesh state, recommended an investigation by the Central Bureau of Investigation (CBI), according to government officials who were quoted by the Hindustan Times newspaper. CBI spokesperson RK Gaur told CPJ that the agency has not received instructions from the federal government to investigate the case.","Ghazipur district, India",25.5,83.5,25.5,83.5
132,2012,Confirmed,Saqib Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Ummat,Photographer,"Business,Corruption","Print,Internet",Pakistan,Karachi,,,Karachi,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Khan, a photographer for the Urdu-language paper Ummat, diedfrom injuries he sustained in a bomb explosion that occurred 30 minutes afteranother blast outside a Shia site in Karachi, according to the InternationalFederation of Journalists and the Pakistan Federal Union of Journalists. Khanwas killed while covering the first explosion, the same sources said.<br>Police said the first blast was a suicide attack, while thesecond bomb was detonated with a remote-controlled device. The second bombexploded about 50 feet from the first one, wounding reporters, police officers,and bomb disposal teams who had arrived at the scene. The bombs exploded at a site frequently used for Shiacommemoration ceremonies; Shias were celebrating the holy month of Muharram,the first month of the Islamic calendar. No group claimed responsibility for the twin bombings, buttwo days after the explosions, Taliban spokesman Ihsanullah Ihsan called AgenceFrance-Presse and said the Taliban had dispatched more than 20 suicide bombersto target Shia Muslims.","Karachi, Pakistan",24.8546842,67.0207055,24.8546842,67.0207055
133,2007,Confirmed,Selvarajah Rajeewarnam,,Sri Lanka,,,Male,,,Journalist,,Murder,Killed,Staff,Uthayan,Print Reporter,"Politics,War",Print,Sri Lanka,Jaffna,,,Jaffna,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Rajeewarnam, a reporter for the Tamil-language daily Uthayan, was aboard a bicycle on assignment in Jaffna when he was shot by unidentified motorcycle-riding gunmen about 600 feet (180 meters) from a military checkpoint, according to Uthayan staffers.<br>Rajeewarnam, a Tamil, had worked for another Tamil paper, Namadu Eelanadu, which closed soon after its managing editor, Sinnathamby Sivamaharajah, was killed outside his home in Jaffna in August 2006. Rajeewarnam had worked at Uthayan for about four months.<br>Uthayan has often been under attack. In September 2006, CPJ called on Sri Lankan authorities to fulfill their duty to protect Uthayan‘s staff after receiving a telephone plea from E. Saravanapavan, the paper’s managing director, to publicize the numerous threats against his staff.","Jaffna, Sri Lanka",9.665093,80.0093029,9.665093,80.0093029
134,2011,Confirmed,Shafiullah Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,The News,Print Reporter,"Crime,Politics",Print,Pakistan,Wah Cantonment,,,Wah Cantonment,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Asfandyar Khan, a reporter for the newspaperAkhbar-e-Khyber, died in a double bombing that took the lives of more thanthree dozen people. Shafiullah Khan, a trainee reporter at the daily The News,died six days later from extensive burns and shrapnel wounds suffered in theattack. Seven other journalists were injured.<br>The first, small blast went off at a market, drawing a largecrowd that included journalists covering the story, according to news reportsand local journalists. A second, larger explosion, apparently a suicide bomb,went off after the crowd had grown.<br>The attack took place near the city center, in an area wheremilitary facilities are concentrated and where many major Pakistani mediaorganizations have their offices. No group immediately claimed responsibilityfor the bombings, and it was not clear if journalists or military personnelwere the targets.","Wah Cantonment, Pakistan",33.7875379,72.7264725,33.7875379,72.7264725
135,2002,Confirmed,Shahid Soomro,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Kawish,Print Reporter,Human Rights,Print,Pakistan,Kandhkot,,,Kandhkot,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Soomro, a correspondent for the Sindhi-language newspaper Kawish, was assassinated in the town of Kandhkot, Sindh Province, apparently in reprisal for his reporting on abuses committed during general elections held on October 10.<br> At around midnight on October 20, three men went to Soomro’s home and tried to abduct him, according to his younger brother Aziz, who witnessed the crime. When Soomro resisted, the men shot him dead. Kawish editor Ali Kazi said that Soomro had at least nine bullet wounds and died almost instantly.<br> The gunmen escaped with two accomplices in a white car waiting outside Soomro’s house, said local news reports.<br> Aziz filed a case with police identifying three of the assailants by name, Wahid Ali Bijarani, Mohammad Ali Bijarani, and Mohammad Siddiq.<br> Wahid Ali and Mohammad Ali, who are brothers, are members of the powerful Bijarani family, which owns much land in the area around Kandhkot and exercises considerable influence through the feudal system still prevalent in much of Pakistan. A third brother, Mir Mehboob Bijarani, was elected to the Sindh Provincial Assembly in the October 10 poll, while an uncle, Mir Hazzar Khan Bijarani, won a seat in the National Assembly. (Both represent exiled former prime minister Benazir Bhutto’s Pakistan People’s Party.) Soomro’s colleagues suspect that he was killed for his reporting about alleged abuses committed by Bijarani family members and supporters during the general elections. Soomro had a reputation for courageous, independent reporting, and his publication, Kawish, is one of the most influential newspapers in Sindh Province.<br> On October 24, 2002, police announced that Wahid Ali Bijarani, Mohammad Ali Bijarani, and Mohammad Siddiq, the three suspects identified by the journalist’s family, had been detained for questioning. At year’s end, the three men remained in custody but had not been charged. The Bijarani family did not comment publicly on the allegations.","Kandhkot, Pakistan",28.2449018,69.1814167,28.2449018,69.1814167
136,2021,Confirmed,Shahid Zehri,,Pakistan,,,Male,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/shahid-zehri.PNG_f656e15f-1e17-426a-9135-9ca5dc394e38.png,YouTube/Metro 1 News,Journalist,Killed,Murder,Killed,Staff,Metro 1 News,Broadcast Reporter,Politics,Television,Pakistan,Hub,,,Hub,Baluchistan,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"On October 10, 2021, Shahid Zehri, a reporter for the privately owned news channel Metro 1 News, was killed in an explosion while driving his car in the southern Pakistan city of Hub, in the Lasbela district of Baluchistan province, according to multiple news reports citing local police officials, and a report by his employer. The Baloch Liberation Army, an ethnic separatist group, took responsibility for the attack in a press release posted to social media, accusing Zehri of working with the intelligence branch of Pakistan’s military and “committing various crimes using the noble profession of journalism” with the support of the Frontier Corps, a government paramilitary force that operates in Baluchistan province.<br>Zehri, 35, died shortly after he was transferred to a hospital in the southern city of Karachi, according to those news reports, which said that his companion was also injured in the attack. Police opened an investigation into the killing, according to those reports.<br>A local police official told Al-Jazeera that the explosion appeared to have been caused by a magnetic device attached underneath Zehri’s driver’s seat; however, Dawn reported that security footage showed that the car was hit by a roadside bomb. Both reports state that the killing appeared to be a targeted attack.<br>A representative of Metro 1 News told CPJ in a phone interview that Zehri covered general news and politics in Baluchistan province and did not engage in investigative reporting. The representative said that he did not know of a particular report by Zehri that could have led to the attack.<br>CPJ emailed Tariq Ilahi, senior superintendent of the Lasbela district police, for comment, but did not receive any reply.","Hub, Pakistan",25.0255428,66.8840285,25.0255428,66.8840285
137,2000,Confirmed,Shamsur Rahman,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Janakantha,"Broadcast Reporter,Print Reporter",Crime,"Print,Radio",Bangladesh,Jessore,,,Jessore,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Rahman, a special correspondent for the Bengali-language national daily Janakantha and a frequent contributor to the BBC’s Bengali-language service, was killed at around 8:20 p.m. when two armed men entered his office and fired at his head and chest from point-blank range. The 43-year-old journalist was working alone in his office on Jail Road in central Jessore when the assailants arrived. The gunmen reportedly fled the scene immediately.<br> Rahman was pronounced dead on arrival at Jessore General Hospital.<br> Jessore, which is close to the Indian border with southwestern Bangladesh, is a center for smuggling operations. Rahman regularly covered the activities of criminal gangs and armed political groups in the region. Sources at Janakantha told CPJ that he had periodically received death threats in response to his reporting.<br> Police blamed Rahman’s murder on a smuggler’s gang based in nearby Khulna. A high-profile investigation led to a series of arrests, but all the suspects had been released by year’s end, according to CPJ sources.","Jessore, Bangladesh",23.1665971,89.2095143,23.1665971,89.2095143
138,2014,Confirmed,Shan Dahar,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Abb Takk Television,Broadcast Reporter,"Corruption,Crime,Politics",Television,Pakistan,Larkana,,,Larkana,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Dahar, a reporter for Abb TakkTelevision, was shot in the back while filming outside a pharmacy near theBadah Press Club in Larkana, according to his sister and brother-in-law whospoke to CPJ. He died shortly after at a local hospital.<br>Initial mediareports suggested that Dahar was hitby a stray bullet as weapons were being fired into the air during New Yearcelebrations, but in the days that followed, journalists and local mediasupport groups suggested this was an intentional killing.<br>Dahar’s sister and brother-in-lawtold CPJ that they had seen the video that Dahar was recording at the time hewas killed. The video shows medication Dahar bought at a pharmacy that had a“not for resale” stamp on it, they said. The journalist was killed a fewminutes after that.<br>Shortly before his death, Daharhad broadcast a story on drug sales. At the time he was killed, he was workingon a report about the unauthorized sale of pharmaceutical drugs in the area,according to Nasir Baig Chughtai, the director of news for Abb Takk. Accordingto Dahar’s family, medications allocated by a local NGO for the poor were beingresold illegally. Chughtai told CPJ that Dahar hadcovered a range of stories on sensitive local issues, including politics andpoverty, and had been killed in retaliation for his work.<br>Dahar’s family as well as several local journalists expressed dismay at what they felt wasnegligence on the part of the medical staff at the hospital that treated Dahar,saying he would still be alive if he received timely and adequate medical care,according to news reports.<br>Chughtai told CPJ that althougha suspect had been taken into custody, he believed the main culprits were stillat large. Local journalists have raisedconcern about the way the investigation was carried out, according to newsreports. Despite a postmortem report being released, police have notoffered a conclusive motive in the journalist’s death.","Larkana, Pakistan",27.5564798,68.2101509,27.5564798,68.2101509
139,2017,Confirmed,Shantanu Bhowmik,,India,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Dinraat,Broadcast Reporter,Politics,Television,India,West Tripura district,,Tripura,West Tripura district,,Local,Mob Violence,Confirmed,,No,,,,,,,,,,,,,,"Shantanu Bhowmik, a reporter for the local Bengali-language news channel Dinraat, was beaten to death on September 20, 2017, while he covered clashes between members of the separatist Indigenous People’s Front of Tripura and the ruling Tripura Rajya Upajati Ganamukti Parishad party in the northeastern Tripura state near the border with Bangladesh, according to media reports.<br>A mob used sticks to hit him on his head and legs, according to a report in the English-language Indian Express that quoted an unnamed journalist who was also covering the clashes.<br>According to the Indian Express, Bhowmik was taking pictures with his mobile phone when members of the crowd attacked him. Swapan Chakraborty, an editor at Dinraat, told CPJ that the last image the station received from Bhowmik was sent at 1:15 p.m.<br>Later that day, the police found Bhowmik’s body near a stadium, according to media reports.<br>Akhil Kumar Shukla, director general of Tripura state police said that three people were arrested and are being held in police custody on court order in relation to the journalist’s death, according to a September 28, 2017 report in The Times of India.<br>When CPJ spoke with Chakraborty in early December 2017, the editor said that four people were now in custody in relation to Bhowmik’s death. The editor described the suspects as belonging to or being supporters of the Indigenous People’s Front of Tripura, and he said no charges had been filed.","West Tripura district, India",23.916667,91.5,23.916667,91.5
140,2016,Confirmed,Shehzad Ahmed,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Aaj News,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Aaj News cameraman Shehzad Ahmed died in a massive bomb blast in Quetta, Pakistan, that killed more than 70 people, according to press reports. Khan, 30, was filming lawyers gathered at the Quetta Civil Hospital to mourn the murder of their colleague Bilal Kasi, president of the Baluchistan Bar Association, whose car was attacked by gunmen on motorcycles.<br>Ahmed died at the scene. Video footage taking during the blast captured Khan’s dying words, a statement of faith.<br>Responsibility for the apparent suicide attack and the shooting was claimed by the militant group Jamaat-ul-Ahrar, which had been added to the U.S. State Department’s list of global terrorist groups the week before the attack. Militants in Pakistan have repeatedly staged secondary attacks to target mourners following a first attack, or people rushing to the scene. Such secondary attacks put journalists, who often cover the funerals and the aftermath of bombings, at special risk.<br>Khan had worked as a cameraman at Aaj News for seven years, according to reports on Aaj News. He left behind a wife and two children. Funeral rites were performed the same day of his death, in his home town of Mastung, south of Quetta.","Quetta, Pakistan",30.1957677,67.0172447,30.1957677,67.0172447
141,2005,Confirmed,Sheikh Belaluddin,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Sangram,Print Reporter,,Print,Bangladesh,Khulna,,,Khulna,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Belaluddin, a correspondent with the conservative Bengali daily Sangram, died of injuries sustained in a bomb attack six days earlier. The device exploded at around 9:15 p.m. outside the press club in the southwestern city of Khulna. The bomb, hidden in a bag hanging from a motorcycle, detonated as Belaluddin approached the vehicle.<br> Three other journalists were hurt, but their injuries were not life-threatening. On February 8, three days after the blast, Khulna journalists observed a news blackout and formed a human chain at the press club to protest the bombing. Across the country, journalists took to the streets to condemn the attack, demanding that authorities find and punish those responsible.<br> After Belaluddin died, editors from across the political spectrum formed a group called the Forum to Protect Journalists. The group rallied in the capital, marched to the National Press Club, and called for justice in the murders of journalists.<br> In July, a former leader of Islami Chhatra Shibir, the Islamic fundamentalist political party Jamaat-i-Islami’s student wing, confessed to taking part in the deadly bombing. Just three weeks later, though, the suspect was freed on bail.","Khulna, Bangladesh",22.808368899999998,89.44268870147594,22.808368899999998,89.44268870147594
142,2009,Confirmed,Shoba,,Sri Lanka,,,Female,,,Journalist,,Crossfire,Killed,Staff,O'liveechchu,Broadcast Reporter,War,"Television,Internet",Sri Lanka,Mullivaikkal,,,Mullivaikkal,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,,"Tamil news presenter Shoba was shown shot and killed inamateur video filmed by Sri Lankan soldiers and obtained by the U.K.’s Channel4. Journalists for Democracy in Sri Lanka said Shoba died in the town of Mullivaikkalin the northeastern “no fire zone.”Shoba, who went by one name, also reported under the nameIsaipriya or Isaippiriya for the media division of the secessionist LiberationTigers of Tamil Eelam (LTTE), including the videomagazine O’liveechchu, according to Channel 4 and the pro-LTTE TamilNet news website. The mannerof Shoba’s death is not known, although several point-blank executions of boundprisoners were filmed in the same location. Channel 4 reporter Jon Snow said inthe documentary film, “Sri  Lanka‘s Killing Fields,” that Shoba’s bodywas found among some that “appear to have been raped or sexually assaulted, andthen murdered.”The Sri Lankan Ministry of Defense described Shoba as Lt.<br>Col. Issei Piriya, a Tamil Tigers communications leader killed during battle byits 53 Division troops on May 18, one day before the government announcedvictory. Although Channel 4 said the footage had been authenticated by theU.N., the Sri Lankan government denounced the videos as fake.<br>Both TamilNet andChannel 4 described Shoba, 27, as a working journalist.","Mullivaikkal, Sri Lanka",9.30691155,80.78401458864921,9.30691155,80.78401458864921
143,2020,Confirmed,Shubham Mani Tripathi,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Kampu Mail,Print Reporter,Politics,Print,India,Uttar Pradesh,,Uttar Pradesh,,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"On June 19, 2020, two assailants shot and killed Indian journalist Shubham Mani Tripathi, a reporter with the local Hindi daily Kampu Mail, in Uttar Pradesh state’s Unnao district, according to news reports and the journalist’s brother, Rishabh Mani Tripathi, who spoke to CPJ over the phone.<br>According to a complaint Rishabh filed to police on the night of June 19, which CPJ reviewed, Tripathi was returning home on a motorcycle with a friend when he was attacked. He was rushed to a local hospital, but died soon after, the complaint said.<br>In a statement released on June 23, which CPJ reviewed, Unnao police claimed that local real estate developer Divya Awasthi arranged the journalist’s killing in retaliation for Tripathi’s articles and Facebook posts about an alleged illegal construction project she had undertaken. Authorities demolished that project in response to Tripathi’s reporting, according to the statement.<br>Also on June 23, police arrested Afshar Ahmed and Abdul Bari, the alleged shooters, and Shahnawaz Azhar, an alleged co-conspirator, according to the police statement.<br>On July 1, police arrested Awasthi along with alleged co-conspirators Kanhaiya Awasthi, Mohammad Sanu, Tipu Sultan, Santosh Vajpayee, and Sufiyan, according to news reports.<br>Police are investigating the suspects for alleged murder, rioting, and criminal conspiracy, according to Hindi newspaper Navbharat Times, which said that police are searching for three additional suspects.","Uttar Pradesh, India",27.1303344,80.859666,27.1303344,80.859666
144,2018,Confirmed,Shujaat Bukhari,,India,,,Male,https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg,AP/Bikas Das,Journalist,Killed,Murder,Killed,Staff,Rising Kashmir,"Editor,Print Reporter","Human Rights,Politics",Print,India,Srinagar city,,Jammu and Kashmir,Srinagar city,,Local,,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Several unidentified gunmen fired at Shujaat Bukhari, 50, outside his office as he was leaving for an iftar party (the meal that breaks the Ramadan fast), according to media reports. He suffered injuries to the head and abdomen, according to a report on the Free Press Kashmir news website. Two police officers, who had been assigned to protect him after an attack in 2000, were also fired at, the reports said. All three were rushed to the Shri Maharaja Hari Singh hospital where they died, according to news reports. The Rising Kashmir office is located in Srinagar city’s Press Colony, a high-security zone that houses other media organizations, according to a report in The Telegraph newspaper. On June 15, police released images of three suspects on a motorcycle captured on closed-circuit TV, according to a report on the NDTV 24X7 news channel. SP Pani, the inspector general of the Jammu and Kashmir state police, told CPJ that Zubair Qadri, a fourth suspect, had been arrested on June 15 and a pistol was recovered from the scene of the crime. Footage showed him stealing a pistol from one of the slain security officers, according to a report on The Wire news website. When asked if any organization had claimed responsibility, Pani said that the killing was being treated as a ""terrorism-related"" crime and did not elaborate. When asked about the number of gunmen who killed Bukhari, Pani said this was ""a matter of investigation.” Amarjit Singh Dulat, a former director of Research and Analysis Wing, India’s external intelligence agency, claimed that Bukhari had approached Mehbooba Mufti, former chief minister of Jammu and Kashmir, for “increased security” a few days before his death, according to news reports. Naeem Akhtar, a minister in the Jammu and Kashmir state government, did not take calls from CPJ seeking comment. Pani denied knowledge of the statement made by Dulat.<br>Lashkar-e-Taiba and Hizbul Mujahideen, militant organizations that have been accused of violence in the state in the past, blamed Indian agencies for the killing and called it a “conspiracy to suppress the voices of an indigenous freedom struggle,” according to media reports. Jitendra Singh, a junior minister in the Indian prime minister’s office, in the Hindustan Times blamed “Pakistan-sponsored agencies” and said Bukhari was killed because he “tried to find a middle path.” Singh provided no evidence to link the killing to any Pakistan-associated group.<br>In May this year, Bukhari had written a piece for the Scroll.in news website, in which he welcomed the Indian government’s decision to suspend military operations against alleged terrorists during the month of Ramadan in Kashmir. He said the ceasefire “offered a glimmer of hope to the common people.” Manoj Joshi, a political commentator, wrote on The Wire that his killing was aimed at disrupting any move toward establishing peace in the state.<br>Between 1997 and 2012, Bukhari was the state bureau chief for The Hindu newspaper, before he started Rising Kashmir, according to a report in the paper. Colleagues and friends described him as someone who had moderate and nuanced views about the conflict-ridden situation in Kashmir. Siddharth Varadarajan, founding editor of The Wire, told CPJ that “he was the most sober, reliable, cautious, and objective of all national correspondents who were reporting Kashmir.”“He took on everyone: the violent militants who promote separatism and the Indian and Pakistani armies that shell each other from the swaths of the province they both occupy,” wrote journalist Sameer Yasir wrote in The New York Times.","Srinagar city, India",34.0747444,74.8204443,34.0747444,74.8204443
145,2002,Confirmed,Shukur Hossain,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Anirban,Print Reporter,"Corruption,Crime",Print,Bangladesh,Ula,,,Ula,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,,"Hossain, a crime reporter for the Khulna-based newspaper Anirban, was kidnapped from his home in Ula, a village near the town of Dumuria, Khulna District, at around midnight by a group of about 35 armed men. Police suspect that the assailants belonged to the outlawed Biplobi Communist Party, one of several guerrilla groups active in the lawless southwest of the country.<br> Hossain was last seen alive on the banks of the Ghangrail River, according to the national English-language newspaper The Daily Star. Two villagers who were in the area at the time said that they heard shots fired. Although police could not confirm whether Hossain was murdered at the time, his colleagues and his family believe that he was killed.<br> An investigation published in the Bangla-language daily Janakantha in January 2005 reported that on the day Hossain was abducted, he was forced onto a boat and shot. His body was dumped into the river and was never been found, the report said.<br> Bangladesh’s southwestern Khulna District is a notoriously dangerous place for the press; underground political groups and criminal gangs routinely threaten, attack, and murder journalists in retaliation for their reporting. Between 2000 and 2005, seven journalists were murdered in the southwest.<br> Hossain was initially placed on CPJ’s missing list based on information available at the time. His case was reclassified in March 2005 based on subsequent research.","Ula, Bangladesh",23.298320150000002,90.33492659285714,23.298320150000002,90.33492659285714
146,2008,Confirmed,Siraj Uddin,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,The Nation,Print Reporter,,Print,Pakistan,Mingora,,,Mingora,,Local,,Confirmed,,,,,,,,,,,,,,,,"Uddin died in a suicide bombing that took the lives of morethan 40 people, according to Pakistani news reports. No organization claimedresponsibility for the attack, which occurred at the funeral of a slain policeofficer and wounded about 80 people, including two other journalists.<br>The Swat Valley was a focal point of conflict at the time.<br>Militants had taken over much of the area in 2007, and government forces werereasserting some control by early 2008.","Mingora, Pakistan",34.7681309,72.3684619,34.7681309,72.3684619
